TIMESTAMP,Rain_mm_Tot,Rain_cm_Tot
2023-08-05 00:00:00,0,0
2023-08-06 00:00:00,0,0
2023-08-07 00:00:00,0,0
2023-08-08 00:00:00,0,0
2023-08-09 00:00:00,0,0
2023-08-10 00:00:00,0,0
2023-08-11 00:00:00,0,0
2023-08-12 00:00:00,0,0
2023-08-13 00:00:00,0,0
2023-08-14 00:00:00,0,0
2023-08-15 00:00:00,0,0
2023-08-16 00:00:00,0,0
2023-08-17 00:00:00,0,0
2023-08-18 00:00:00,0,0
2023-08-19 00:00:00,0,0
2023-08-20 00:00:00,0,0
2023-08-21 00:00:00,0,0
2023-08-22 00:00:00,0,0
2023-08-23 00:00:00,0,0
2023-08-24 00:00:00,0,0
2023-08-25 00:00:00,0,0
2023-08-26 00:00:00,0,0
2023-08-27 00:00:00,50.292,5.0292
2023-08-28 00:00:00,0.254,0.0254
2023-08-29 00:00:00,0,0
2023-08-30 00:00:00,0,0
2023-08-31 00:00:00,0,0
2023-09-01 00:00:00,0,0
2023-09-02 00:00:00,0,0
2023-09-03 00:00:00,0,0
2023-09-04 00:00:00,0,0
2023-09-05 00:00:00,0,0
2023-09-06 00:00:00,0,0
2023-09-07 00:00:00,0,0
2023-09-08 00:00:00,0,0
2023-09-09 00:00:00,7.112,0.7112
2023-09-10 00:00:00,0,0
2023-09-11 00:00:00,0,0
2023-09-12 00:00:00,0,0
2023-09-13 00:00:00,0,0
2023-09-14 00:00:00,24.892,2.4892
2023-09-15 00:00:00,0.508,0.0508
2023-09-16 00:00:00,0,0
2023-09-17 00:00:00,0,0
2023-09-18 00:00:00,0,0
2023-09-19 00:00:00,0,0
2023-09-20 00:00:00,0,0
2023-09-21 00:00:00,0,0
2023-09-22 00:00:00,0,0
2023-09-23 00:00:00,0,0
2023-09-24 00:00:00,1.27,0.127
2023-09-25 00:00:00,22.86,2.286
2023-09-26 00:00:00,0,0
2023-09-27 00:00:00,0,0
2023-09-28 00:00:00,0,0
2023-09-29 00:00:00,0,0
2023-09-30 00:00:00,0,0
2023-10-01 00:00:00,0,0
2023-10-02 00:00:00,0,0
2023-10-03 00:00:00,0,0
2023-10-04 00:00:00,0,0
2023-10-05 00:00:00,56.138,5.6138
2023-10-06 00:00:00,0,0
2023-10-07 00:00:00,0,0
2023-10-08 00:00:00,0,0
2023-10-09 00:00:00,0,0
2023-10-10 00:00:00,0,0
2023-10-11 00:00:00,0,0
2023-10-12 00:00:00,0,0
2023-10-13 00:00:00,0,0
2023-10-14 00:00:00,0,0
2023-10-15 00:00:00,0,0
2023-10-16 00:00:00,0,0
2023-10-17 00:00:00,0,0
2023-10-18 00:00:00,0,0
2023-10-19 00:00:00,0,0
2023-10-20 00:00:00,0,0
2023-10-21 00:00:00,0,0
2023-10-22 00:00:00,0,0
2023-10-23 00:00:00,0.254,0.0254
2023-10-24 00:00:00,0,0
2023-10-25 00:00:00,0.508,0.0508
2023-10-26 00:00:00,35.306,3.5306
2023-10-27 00:00:00,0,0
2023-10-28 00:00:00,0.762,0.0762
2023-10-29 00:00:00,11.684,1.1684
2023-10-30 00:00:00,20.574,2.0574
2023-10-31 00:00:00,0,0
2023-11-01 00:00:00,0,0
2023-11-02 00:00:00,0,0
2023-11-03 00:00:00,0,0
2023-11-04 00:00:00,0,0
2023-11-05 00:00:00,0,0
2023-11-06 00:00:00,0,0
2023-11-07 00:00:00,0,0
2023-11-08 00:00:00,0,0
2023-11-09 00:00:00,23.368,2.3368
2023-11-10 00:00:00,2.286,0.2286
2023-11-11 00:00:00,0,0
2023-11-12 00:00:00,0,0
2023-11-13 00:00:00,0,0
2023-11-14 00:00:00,0,0
2023-11-15 00:00:00,0,0
2023-11-16 00:00:00,0,0
2023-11-17 00:00:00,0,0
2023-11-18 00:00:00,0,0
2023-11-19 00:00:00,0,0
2023-11-20 00:00:00,3.302,0.3302
2023-11-21 00:00:00,0,0
2023-11-22 00:00:00,0,0
2023-11-23 00:00:00,0,0
2023-11-24 00:00:00,0,0
2023-11-25 00:00:00,2.54,0.254
2023-11-26 00:00:00,0.254,0.0254
2023-11-27 00:00:00,0,0
2023-11-28 00:00:00,0,0
2023-11-29 00:00:00,0,0
2023-11-30 00:00:00,4.572,0.4572
2023-12-01 00:00:00,0,0
2023-12-02 00:00:00,0,0
2023-12-03 00:00:00,0,0
2023-12-04 00:00:00,0,0
2023-12-05 00:00:00,0,0
2023-12-06 00:00:00,0,0
2023-12-07 00:00:00,0,0
2023-12-08 00:00:00,0,0
2023-12-09 00:00:00,0,0
2023-12-10 00:00:00,0,0
2023-12-11 00:00:00,0,0
2023-12-12 00:00:00,0,0
2023-12-13 00:00:00,0,0
2023-12-14 00:00:00,0,0
2023-12-15 00:00:00,6.858,0.6858
2023-12-16 00:00:00,0.254,0.0254
2023-12-17 00:00:00,0,0
2023-12-18 00:00:00,0,0
2023-12-19 00:00:00,0,0
2023-12-20 00:00:00,0,0
2023-12-21 00:00:00,0.254,0.0254
2023-12-22 00:00:00,3.556,0.3556
2023-12-23 00:00:00,9.652,0.9652
2023-12-24 00:00:00,54.102,5.4102
2023-12-25 00:00:00,0,0
2023-12-26 00:00:00,0,0
2023-12-27 00:00:00,0,0
2023-12-28 00:00:00,0,0
2023-12-29 00:00:00,0,0
2023-12-30 00:00:00,0,0
2023-12-31 00:00:00,0,0
2024-01-01 00:00:00,0,0
2024-01-02 00:00:00,14.478,1.4478
2024-01-03 00:00:00,0.762,0.0762
2024-01-04 00:00:00,0,0
2024-01-05 00:00:00,8.382,0.8382
2024-01-06 00:00:00,0.254,0.0254
2024-01-07 00:00:00,0,0
2024-01-08 00:00:00,7.366,0.7366
2024-01-09 00:00:00,0,0
2024-01-10 00:00:00,0,0
2024-01-11 00:00:00,0,0
2024-01-12 00:00:00,1.524,0.1524
2024-01-13 00:00:00,0,0
2024-01-14 00:00:00,0,0
2024-01-15 00:00:00,0,0
2024-01-16 00:00:00,0,0
2024-01-17 00:00:00,0.254,0.0254
2024-01-18 00:00:00,0,0
2024-01-19 00:00:00,0,0
2024-01-20 00:00:00,0,0
2024-01-21 00:00:00,0,0
2024-01-22 00:00:00,37.084,3.7084
2024-01-23 00:00:00,33.02,3.302
2024-01-24 00:00:00,11.684,1.1684
2024-01-25 00:00:00,3.302,0.3302
2024-01-26 00:00:00,0,0
2024-01-27 00:00:00,0.762,0.0762
2024-01-28 00:00:00,0,0
2024-01-29 00:00:00,0,0
2024-01-30 00:00:00,0,0
2024-01-31 00:00:00,0,0
2024-02-01 00:00:00,0,0
2024-02-02 00:00:00,0.762,0.0762
2024-02-03 00:00:00,22.352,2.2352
2024-02-04 00:00:00,0.508,0.0508
2024-02-05 00:00:00,0.254,0.0254
2024-02-06 00:00:00,0,0
2024-02-07 00:00:00,0,0
2024-02-08 00:00:00,0,0
2024-02-09 00:00:00,0,0
2024-02-10 00:00:00,26.162,2.6162
2024-02-11 00:00:00,16.51,1.651
2024-02-12 00:00:00,0,0
2024-02-13 00:00:00,0,0
2024-02-14 00:00:00,0,0
2024-02-15 00:00:00,0,0
2024-02-16 00:00:00,0,0
2024-02-17 00:00:00,0,0
2024-02-18 00:00:00,0,0
2024-02-19 00:00:00,0,0
2024-02-20 00:00:00,0,0
2024-02-21 00:00:00,0,0
2024-02-22 00:00:00,0,0
2024-02-23 00:00:00,0,0
2024-02-24 00:00:00,0,0
2024-02-25 00:00:00,0,0
2024-02-26 00:00:00,0,0
2024-02-27 00:00:00,0,0
2024-02-28 00:00:00,0,0
2024-02-29 00:00:00,0,0
2024-03-01 00:00:00,0,0
2024-03-02 00:00:00,0,0
2024-03-03 00:00:00,0,0
2024-03-04 00:00:00,0,0
2024-03-05 00:00:00,10.922,1.0922
2024-03-06 00:00:00,0,0
2024-03-07 00:00:00,0,0
2024-03-08 00:00:00,2.032,0.2032
2024-03-09 00:00:00,0,0
2024-03-10 00:00:00,0,0
2024-03-11 00:00:00,0,0
2024-03-12 00:00:00,0,0
2024-03-13 00:00:00,0,0
2024-03-14 00:00:00,0,0
2024-03-15 00:00:00,0.254,0.0254
2024-03-16 00:00:00,16.51,1.651
2024-03-17 00:00:00,19.558,1.9558
2024-03-18 00:00:00,0,0
2024-03-19 00:00:00,0,0
2024-03-20 00:00:00,0,0
2024-03-21 00:00:00,34.036,3.4036
2024-03-22 00:00:00,1.27,0.127
2024-03-23 00:00:00,0,0
2024-03-24 00:00:00,0,0
2024-03-25 00:00:00,37.084,3.7084
2024-03-26 00:00:00,0,0
2024-03-27 00:00:00,0,0
2024-03-28 00:00:00,0,0
2024-03-29 00:00:00,0,0
2024-03-30 00:00:00,0,0
2024-03-31 00:00:00,0,0
2024-04-01 00:00:00,0,0
2024-04-02 00:00:00,0.508,0.0508
2024-04-03 00:00:00,0,0
2024-04-04 00:00:00,0,0
2024-04-05 00:00:00,0,0
2024-04-06 00:00:00,0,0
2024-04-07 00:00:00,0,0
2024-04-08 00:00:00,67.564,6.7564
2024-04-09 00:00:00,88.646,8.8646
2024-04-10 00:00:00,63.754,6.3754
2024-04-11 00:00:00,0,0
2024-04-12 00:00:00,0,0
2024-04-13 00:00:00,0,0
2024-04-14 00:00:00,0,0
2024-04-15 00:00:00,0,0
2024-04-16 00:00:00,2.794,0.2794
2024-04-17 00:00:00,0,0
2024-04-18 00:00:00,0.254,0.0254
2024-04-19 00:00:00,0,0
2024-04-20 00:00:00,21.336,2.1336
2024-04-21 00:00:00,0,0
2024-04-22 00:00:00,0,0
2024-04-23 00:00:00,0,0
2024-04-24 00:00:00,0,0
2024-04-25 00:00:00,0,0
2024-04-26 00:00:00,0,0
2024-04-27 00:00:00,0,0
2024-04-28 00:00:00,34.29,3.429
2024-04-29 00:00:00,0.254,0.0254
2024-04-30 00:00:00,0,0
2024-05-01 00:00:00,0,0
2024-05-02 00:00:00,17.272,1.7272
2024-05-03 00:00:00,3.302,0.3302
2024-05-04 00:00:00,5.842,0.5842
2024-05-05 00:00:00,50.296,5.0296
2024-05-06 00:00:00,0,0
2024-05-07 00:00:00,0,0
2024-05-08 00:00:00,0,0
2024-05-09 00:00:00,0,0
2024-05-10 00:00:00,0,0
2024-05-11 00:00:00,4.318,0.4318
2024-05-12 00:00:00,40.132,4.0132
2024-05-13 00:00:00,0,0
2024-05-14 00:00:00,0.254,0.0254
2024-05-15 00:00:00,0,0
2024-05-16 00:00:00,11.938,1.1938
2024-05-17 00:00:00,0,0
2024-05-18 00:00:00,0,0
2024-05-19 00:00:00,0,0
2024-05-20 00:00:00,0,0
2024-05-21 00:00:00,0,0
2024-05-22 00:00:00,3.556,0.3556
2024-05-23 00:00:00,7.874,0.7874
2024-05-24 00:00:00,0,0
2024-05-25 00:00:00,0.254,0.0254
2024-05-26 00:00:00,0,0
2024-05-27 00:00:00,0,0
2024-05-28 00:00:00,38.356,3.8356
2024-05-29 00:00:00,1.27,0.127
2024-05-30 00:00:00,30.48,3.048
2024-05-31 00:00:00,17.526,1.7526
2024-06-01 00:00:00,0,0
2024-06-02 00:00:00,27.432,2.7432
2024-06-03 00:00:00,0.254,0.0254
2024-06-04 00:00:00,0,0
2024-06-05 00:00:00,34.798,3.4798
2024-06-06 00:00:00,0,0
2024-06-07 00:00:00,0,0
2024-06-08 00:00:00,0,0
2024-06-09 00:00:00,0,0
2024-06-10 00:00:00,3.048,0.3048
2024-06-11 00:00:00,0.254,0.0254
2024-06-12 00:00:00,0,0
2024-06-13 00:00:00,0,0
2024-06-14 00:00:00,0,0
2024-06-15 00:00:00,0,0
2024-06-16 00:00:00,0,0
2024-06-17 00:00:00,0,0
2024-06-18 00:00:00,0,0
2024-06-19 00:00:00,0,0
2024-06-20 00:00:00,0,0
2024-06-21 00:00:00,0,0
2024-06-22 00:00:00,0,0
2024-06-23 00:00:00,0,0
2024-06-24 00:00:00,0,0
2024-06-25 00:00:00,0,0
2024-06-26 00:00:00,1.27,0.127
2024-06-27 00:00:00,0,0
2024-06-28 00:00:00,0,0
2024-06-29 00:00:00,0,0
2024-06-30 00:00:00,0,0
2024-07-01 00:00:00,0,0
2024-07-02 00:00:00,0,0
2024-07-03 00:00:00,0,0
2024-07-04 00:00:00,0,0
2024-07-05 00:00:00,0,0
2024-07-06 00:00:00,0,0
2024-07-07 00:00:00,6.604,0.6604
2024-07-08 00:00:00,48.006,4.8006
2024-07-09 00:00:00,0,0
2024-07-10 00:00:00,0,0
2024-07-11 00:00:00,0,0
2024-07-12 00:00:00,0,0
2024-07-13 00:00:00,0,0
2024-07-14 00:00:00,0,0
2024-07-15 00:00:00,0,0
2024-07-16 00:00:00,0,0
2024-07-17 00:00:00,6.858,0.6858
2024-07-18 00:00:00,52.322,5.2322
2024-07-19 00:00:00,0,0
2024-07-20 00:00:00,0,0
2024-07-21 00:00:00,0.254,0.0254
2024-07-22 00:00:00,6.35,0.635
2024-07-23 00:00:00,8.89,0.889
2024-07-24 00:00:00,0.254,0.0254
2024-07-25 00:00:00,0,0
2024-07-26 00:00:00,0,0
2024-07-27 00:00:00,0,0
2024-07-28 00:00:00,0,0
2024-07-29 00:00:00,0,0
2024-07-30 00:00:00,0,0
2024-07-31 00:00:00,0,0
2024-08-01 00:00:00,0,0
2024-08-02 00:00:00,0,0
2024-08-03 00:00:00,0,0
2024-08-04 00:00:00,0,0
2024-08-05 00:00:00,0,0
2024-08-06 00:00:00,0,0
2024-08-07 00:00:00,0,0
2024-08-08 00:00:00,0,0
2024-08-09 00:00:00,0,0
2024-08-10 00:00:00,0,0
2024-08-11 00:00:00,0,0
2024-08-12 00:00:00,0,0
2024-08-13 00:00:00,0,0
2024-08-14 00:00:00,0,0
2024-08-15 00:00:00,0,0
2024-08-16 00:00:00,0,0
2024-08-17 00:00:00,0,0
2024-08-18 00:00:00,0.085,0.0085
2024-08-19 00:00:00,0.017,0.0017
2024-08-20 00:00:00,0,0
2024-08-21 00:00:00,0,0
2024-08-22 00:00:00,0,0
2024-08-23 00:00:00,2.057,0.2057
2024-08-24 00:00:00,0.136,0.0136
2024-08-25 00:00:00,0,0
2024-08-26 00:00:00,0.068,0.0068
2024-08-27 00:00:00,4.063,0.4063
2024-08-28 00:00:00,0.119,0.0119
2024-08-29 00:00:00,12.07,1.207
2024-08-30 00:00:00,0.068,0.0068
2024-08-31 00:00:00,0.425,0.0425
2024-09-01 00:00:00,0.068,0.0068
2024-09-02 00:00:00,7.174,0.7174
2024-09-03 00:00:00,0,0
2024-09-04 00:00:00,0,0
2024-09-05 00:00:00,0,0
2024-09-06 00:00:00,0.034,0.0034
2024-09-07 00:00:00,0,0
2024-09-08 00:00:00,0.051,0.0051
2024-09-09 00:00:00,0.051,0.0051
2024-09-10 00:00:00,0,0
2024-09-11 00:00:00,4.675,0.4675
2024-09-12 00:00:00,0.221,0.0221
2024-09-13 00:00:00,0.119,0.0119
2024-09-14 00:00:00,0,0
2024-09-15 00:00:00,0,0
2024-09-16 00:00:00,0.102,0.0102
2024-09-17 00:00:00,0.085,0.0085
2024-09-18 00:00:00,0.102,0.0102
2024-09-19 00:00:00,0,0
2024-09-20 00:00:00,0,0
2024-09-21 00:00:00,0.017,0.0017
2024-09-22 00:00:00,0,0
2024-09-23 00:00:00,2.414,0.2414
2024-09-24 00:00:00,2.125,0.2125
2024-09-25 00:00:00,13.481,1.3481
2024-09-26 00:00:00,0.085,0.0085
2024-09-27 00:00:00,0.017,0.0017
2024-09-28 00:00:00,0,0
2024-09-29 00:00:00,0,0
2024-09-30 00:00:00,0.017,0.0017
